S.No.,Name,Mar Cap - Crore,Sales Qtr - Crore,Mar Cap Growth Rate,Sales Qtr Growth Rate,Profit Margin,Return on Investment (ROI),Market Share
223,Mindtree,11438.78,1377.7,-0.5176417383439214,317.58608147429686,-730.2809029541991,-87.95588340714656,0.0788259204984549
224,Prestige Estates,11353.13,1272.3,-0.7487686623923295,-7.650431879218999,-792.3312111923289,-88.79339882481749,0.07279539714755329
225,Future Consumer,11203.15,784.05,-1.3210453857218196,-38.37538316434803,-1328.88208660162,-93.00152189339606,0.044859884566170835
226,Sundram Fasten.,11202.53,848.13,-0.005534157803821493,8.172948153816728,-1220.8505771520877,-92.42912092179179,0.04852625967362601
227,Sanofi India,11182.45,667.5,-0.17924522406992383,-21.29744260903399,-1575.2734082397005,-94.03082508752554,0.038191407369324706
228,Guj.St.Petronet,11064.74,350.18,-1.0526315789473717,-47.53857677902622,-3059.7292820834996,-96.83517190643431,0.020035755854067604
229,Godrej Agrovet,10918.75,865.77,-1.3194164526233787,147.23570735050546,-1161.1605853748686,-92.07079564968517,0.04953554270882434
230,Finolex Cables,10900.75,656.78,-0.16485403548941457,-24.139205562678313,-1559.7262401412954,-93.97490998325803,0.037578056227752926
231,Bombay Burmah,10864.53,,-0.33227071531775065,0.0,,,
232,SRF,10842.62,1397.06,-0.2016654194889278,112.71354182526872,-676.1026727556441,-87.11510686531486,0.07993361435114422
233,GE T&D India,10778.42,1438.55,-0.5921078115806,2.969808025424814,-649.2558479024018,-86.65342415678737,0.08230748924515663
234,Alembic Pharma,10764.29,840.02,-0.13109528112653646,-41.60647874595947,-1181.432584938454,-92.19623402936932,0.04806224122603765
235,SPARC,10755.13,19.42,-0.08509618377061656,-97.68815028213615,-55281.71987641606,-99.81943500450483,0.0011111267881831995
236,GMR Infra.,10653.44,2072.29,-0.9455022858858908,10570.906282183316,-414.09020938189155,-80.5481609696023,0.11856729824326274
237,HEG,10630.76,842.71,-0.21288898233809972,-59.33435957322575,-1161.4968375835103,-92.07290918052895,0.04821615116734625
238,Trent,10589.27,521.32,-0.3902825385955433,-38.137674882225205,-1931.241847617586,-95.0769033181702,0.02982763219442151
239,Engineers India,10565.56,473.42,-0.22390589719594178,-9.188214532340988,-2131.7519327447085,-95.51921526166147,0.02708700535848045
240,Avanti Feeds,10558.13,706.43,-0.0703228224533281,49.21845295931728,-1394.5755418088133,-93.30913712939697,0.040418810348931904
241,Pfizer,10508.48,456.54,-0.4702537286432329,-35.37363928485483,-2201.765453191396,-95.655508693931,0.026121206172871163
242,Escorts,10450.56,1205.03,-0.551173909071534,163.94839444517456,-767.244798884675,-88.4692303570335,0.06894650430300725
243,Tata Motors-DVR,10442.09,7769.67,-0.08104828832138367,544.7698397550269,-34.395540608545794,-25.592769263624426,0.4445462653111926
244,Blue Dart Exp.,10422.45,704.59,-0.1880849523419159,-90.93153248464864,-1379.2219588696973,-93.23968932448705,0.04031353366045317
245,Indbull.RealEst.,10338.4,2100.13,-0.806432268804369,198.0641223974226,-392.2742877821849,-79.68612164358122,0.1201601803124193
246,ERIS Lifescience,10289.81,182.21,-0.4699953571152271,-91.3238704270688,-5547.225728554964,-98.22921900404381,0.010425252938973265
247,Arvind Ltd,10247.7,2705.75,-0.4092398207546921,1384.9624060150377,-278.7378730481382,-73.59651433980308,0.1548110868757308
248,Sundaram Clayton,10074.36,,-1.6915015076553797,0.0,,,
249,Hexaware Tech.,9885.05,1004.83,-1.8791268130184058,-62.86316178508731,-883.7534707363434,-89.8348516193646,0.057491942871788076
255,SKF India,9569.14,700.49,-3.195836136387775,-30.28771035896619,-1266.06375537124,-92.67969744407544,0.040078949735038595
256,Delta Corp,9531.57,162.17,-0.39261626436649655,-76.84906279889792,-5777.517419991367,-98.29860138466171,0.009278652484020055
257,Union Bank (I),9528.82,8260.47,-0.02885149036307988,4993.710304001974,-15.354453196973058,-13.310672255326478,0.47262767765106456
258,TV18 Broadcast,9463.27,271.13,-0.6879130889239082,-96.71774124232641,-3390.3072326928045,-97.13492270642179,0.015512863340891395
259,Minda Inds.,9457.04,1056.16,-0.06583348039314041,289.5400730276989,-795.4173610059082,-88.83202355070932,0.060428819186795484
260,Solar Inds.,9317.76,465.68,-1.472765262703768,-55.90819572792001,-1900.893317299433,-95.00223229617418,0.02664415667977098
261,Kajaria Ceramics,9306.54,661.16,-0.12041520708838682,41.977323483937454,-1307.607840764717,-92.89574858110534,0.037828660518805575
262,Astral Poly,9162.14,528.54,-1.5515970489569875,-20.058684735918686,-1633.48090967571,-94.23126038239974,0.030240728765517418
263,Bata India,9145.38,674.0,-0.18292669616487567,27.52109584894238,-1256.881305637982,-92.630158615607,0.038563308714494156
264,Phoenix Mills,9097.33,416.61,-0.5254018969140573,-38.188427299703264,-2083.6561772401046,-95.42052448355726,0.023836587601699422
267,BASF India,8778.35,1278.74,-3.506303497839469,206.9393437507501,-586.4843517837871,-85.43302556858634,0.07316386555722887
268,DCM Shriram,8681.95,1783.73,-1.0981562594337135,39.49121791763768,-386.73005443648987,-79.45473079204557,0.10205716714140158
269,Infibeam Incorp.,8646.54,213.48,-0.40785768174200765,-88.03182095945014,-3950.281056773469,-97.53103553560153,0.01221438448719616
270,Aegis Logistics,8613.86,1442.08,-0.3779546500681241,575.5105864718006,-497.3219238877178,-83.2586088002359,0.08250946028337942
271,Mahindra CIE,8587.04,,-0.3113586707933491,0.0,,,
272,Jet Airways,8539.88,6086.2,-0.5491997242356161,322.0431598801731,-40.31546777956688,-28.73201965367194,0.34822553338005097
273,SpiceJet,8458.24,2081.95,-0.9559853300046273,-65.79228418389143,-306.26528014601695,-75.38554120006053,0.11912000085777612
274,Thomas Cook (I),8440.65,3005.45,-0.20796288589588485,44.35745334902374,-180.84479861584788,-64.39314507768952,0.17195859966762087
275,Guj Fluorochem,8439.77,968.97,-0.01042573735433594,-67.75957011429237,-771.0042622578615,-88.51899992535341,0.055440191758283984
276,Wockhardt,8428.58,1005.3,-0.1325865515292568,3.7493420848942582,-738.4144036605989,-88.07272399384001,0.0575188341998234
277,Akzo Nobel,8389.47,711.99,-0.4640164772713895,-29.17636526410027,-1078.3128976530568,-91.51328987409217,0.0407369290380307
278,I D F C,8380.86,2789.58,-0.10262865234631491,291.8004466354864,-200.4344740068398,-66.71487174347263,0.15960746991658545
279,Security & Intel,8247.08,1537.72,-1.5962562314607354,-44.87628962065974,-436.31870561610697,-81.35437027408489,0.08798155946061122
280,Asahi India Glas,8183.96,640.38,-0.7653618007828267,-58.35522721951981,-1177.9849464380525,-92.17518169688023,0.03663972052609461
281,TTK Prestige,8153.33,457.97,-0.37426869144032704,-28.48464973921734,-1680.319671594209,-94.38303122773148,0.026203024468808442
282,ITI,8124.6,250.97,-0.3523713623758584,-45.19946721400966,-3137.2793560983387,-96.91098638702212,0.014359397014950443
283,Karur Vysya Bank,8065.7,1422.32,-0.7249587672008562,466.72909112642947,-467.08054446256824,-82.36582069752161,0.0813788801940643
284,Vardhman Textile,8023.74,1647.98,-0.520227630583836,15.865627988075826,-386.88333596281507,-79.46119889228714,0.09429015058651645
285,Fortis Health.,7966.43,1156.61,-0.7142554469611317,-29.816502627459073,-588.7740897969067,-85.48145154102905,0.06617612535945264
286,Ipca Labs.,7943.03,859.21,-0.2937325753191944,-25.713075280345134,-824.4573503567229,-89.18284332301401,0.04916020842816102
287,Sheela Foam,7815.74,532.21,-1.602537067089005,-38.05821626843263,-1368.544371582646,-93.19053602090142,0.030450709986559254
288,IRB Infra.Devl.,7812.73,1296.19,-0.038512028291626255,143.54859923714324,-502.74573943634795,-83.40925643149065,0.07416227763002994
289,Atul,7789.01,803.68,-0.3036070618080866,-37.99674430446154,-869.168076846506,-89.68187227901878,0.045983026628582585
290,Finolex Inds.,7784.17,722.72,-0.062138834075187166,-10.073661158670111,-977.0658069515164,-90.71551623358688,0.04135085233551813
291,Dish TV,7765.91,740.77,-0.23457863844186244,2.4975094088997007,-948.356439920623,-90.46125953043493,0.04238359376325792
292,Rel. Comm.,7702.01,1144.0,-0.8228269449427006,54.433899860955506,-573.2526223776224,-85.14673442387118,0.06545463674982391
293,Dr Lal Pathlabs,7550.78,262.7,-1.9635134205227,-77.0367132867133,-2774.29767795965,-96.52088923263558,0.015030535904002397
294,OCL India,7453.05,859.24,-1.2943033699829631,227.08031975637613,-767.4002606954983,-88.47129698579776,0.04916192489590795
295,NCC,7439.01,2780.26,-0.18837925413085488,223.57199385503472,-167.5652636803752,-62.62594081739371,0.15907422060320406
296,Relaxo Footwear,7251.91,457.5,-2.515119619411732,-83.5447044521016,-1485.1169398907105,-93.69131718402463,0.026176133140773113
297,J K Cements,7230.76,1126.11,-0.2916473039516476,146.14426229508192,-542.100682881779,-84.42611841632139,0.06443104981673443
298,G N F C,7208.38,1590.89,-0.3095110334183415,41.27305503014804,-353.10360867187546,-77.92999259195547,0.09102371246409735
299,Cochin Shipyard,7154.99,615.04,-0.7406657251698756,-61.33987893569008,-1063.3373439125912,-91.40404109579468,0.035189877435849386
301,Birla Corpn.,7137.67,1389.32,-0.24206882189912182,125.89099895941729,-413.7527711398382,-80.53538479643917,0.07949076567243475
302,Future Lifestyle,7009.13,1188.97,-1.8008677901892312,-14.420723807330194,-489.51277155857593,-83.03683909415291,0.06802762190248089
303,Century Ply.,6966.23,509.93,-0.612058843251595,-57.111617618611064,-1266.114956954876,-92.6799718068453,0.029175946606501493
304,Blue Star,6952.99,981.3,-0.19005975972656852,92.4381777891083,-608.5488637521655,-85.88664732726495,0.05614566000227465
305,Kalpataru Power,6950.23,1417.37,-0.039695152732854844,44.437990420870264,-390.36102076380905,-79.6068619311879,0.08109566301581984
306,Suzlon Energy,6942.31,1193.06,-0.11395306342378841,-15.82579001954324,-481.8911035488576,-82.81465391202639,0.06826163367197981
307,Cyient,6921.97,983.3,-0.29298605219300056,-17.58168072016495,-603.9530153564529,-85.79450647720229,0.05626009118540372
308,Hind.Copper,6902.14,440.14,-0.2864791381644194,-55.23848266042917,-1468.1692188849001,-93.62313717194957,0.025182870471212843
309,Guj Pipavav Port,6864.85,162.68,-0.5402672214704474,-63.03903303494343,-4119.848782886648,-97.63024683714866,0.009307832435717967
310,Carborundum Uni.,6838.18,611.59,-0.3885008412419788,275.9466437177281,-1018.0987262708678,-91.0562459601824,0.034992483644951757
311,Can Fin Homes,6811.5,392.1,-0.3901622946456573,-35.88842198204679,-1637.184391736802,-94.24355868751377,0.022434233452452757
312,Sadbhav Engg.,6795.06,2153.34,-0.24135652939880625,449.18133129303743,-215.55908495639332,-68.31021359634794,0.12320462193956803
313,Advanta,6742.41,361.68,-0.7748275953413319,-83.20376717099947,-1764.1921035169207,-94.63574597213756,0.020693735157059714
314,Capital First,6710.63,987.64,-0.47134481587444155,173.07011723070116,-579.4611396865254,-85.28245485148189,0.05650840685279378
315,Lak. Mach. Works,6654.81,542.42,-0.8318145986293324,-45.0791786480904,-1126.874009070462,-91.84920380897425,0.031034881176433115
316,Himadri Specialt,6646.41,500.08,-0.12622449025593285,-7.80575937465432,-1229.0693489041753,-92.4759381380324,0.028612373029590854
317,Coffee Day Enter,6601.62,965.3,-0.6738976379729755,93.02911534154535,-583.8930902310163,-85.37783150196466,0.05523021053724215
318,PVR,6591.31,557.25,-0.15617378764605228,-42.27183259090438,-1082.8281740690893,-91.54568666926605,0.03188338839933511
319,Chambal Fert.,6542.79,2330.1,-0.7361207407935666,318.14266487213996,-180.7943865070169,-64.38675244047265,0.1333180499045146
320,Vijaya Bank,6531.58,3135.23,-0.17133363595652762,34.553452641517545,-108.32857557499769,-51.998903787444995,0.17938403914086576
321,Welspun India,6520.67,1397.95,-0.16703462255687196,-55.4115647017922,-366.4451518294646,-78.56125214126769,0.07998453622763665
322,CEAT,6476.26,1574.15,-0.6810649825861437,12.604170392360237,-311.41314360130866,-75.69353299589578,0.09006592346130708
323,Strides Shasun,6469.51,749.04,-0.10422682227088087,-52.41622462916495,-763.7068781373492,-88.42199795656857,0.04285676670549659
324,Narayana Hrudaya,6379.12,553.84,-1.3971691828283839,-26.06002349674249,-1051.7983533150368,-91.31792472942976,0.031688283232100066
325,Jyothy Lab.,6324.62,431.21,-0.8543498162756014,-22.141773797486653,-1366.7145938173976,-93.18204097637486,0.024671935238541578
326,Johnson Con. Hit,6209.11,377.4,-1.8263547849515116,-12.478838616915189,-1545.2331743508216,-93.92183420812323,0.021593164256454144
327,Prism Cement,6176.23,,-0.5295444918837044,0.0,,,
328,Tata Elxsi,6153.54,345.54,-0.3673762149401738,-8.44197138314784,-1680.8473693349538,-94.38469563860802,0.01977027550920818
329,Syndicate Bank,6086.37,5375.57,-1.0915668054485739,1455.7012212768418,-13.222783816413891,-11.678553883513493,0.307566417546548
330,D B Corp,6059.97,598.58,-0.43375608121096754,-88.86480875516457,-912.3909920144342,-90.12239334518158,0.034248108798697205
331,Jain Irrigation,6019.89,1889.63,-0.6613894128188691,215.68545557820173,-218.57506495980695,-68.61022377485303,0.10811629828808544
332,Persistent Sys,5996.4,791.89,-0.39020646556665595,-58.09285415663384,-657.2263824521082,-86.79390967914081,0.04530845480403676
333,Redington India,5896.54,11728.4,-1.6653325328530366,1381.0642892320902,49.724259063469866,98.90308553829873,0.6710473441054499
334,Sunteck Realty,5865.04,201.5,-0.5342115884908738,-98.28194809181133,-2810.689826302729,-96.56438830766713,0.011528941700253075
335,Raymond,5863.1,1484.24,-0.03307735326613104,636.5955334987593,-295.0237158411039,-74.68506421517628,0.08492166962374006
336,MOIL,5840.29,299.8,-0.38904333884806075,-79.80111033256077,-1848.062041360907,-94.86669326351944,0.01715323435104651
337,Bombay Dyeing,5823.25,619.93,-0.29176633352110404,106.78118745830551,-839.339925475457,-89.3542265916799,0.03546966167859995
338,GE Shipping Co,5802.66,584.42,-0.35358262138840413,-5.728066071975868,-892.8920981485918,-89.92841214201762,0.033437936022143434
339,Grindwell Norton,5706.51,365.42,-1.6569986868091413,-37.47305020362067,-1461.6304526298504,-93.59643635076431,0.020907721469511063
340,EID Parry,5652.33,3557.94,-0.9494419531377418,873.6577089376608,-58.86524224691816,-37.05356905913136,0.20356964185110882
341,I O B,5591.02,4254.68,-1.0846854306100218,19.58267986531532,-31.408707587879704,-23.901542115749898,0.24343403311778045
342,Galaxy Surfact.,5567.11,826.95,-0.4276500531209093,-80.56375567610255,-573.2099885120019,-85.14579377810031,0.04731443344428924
343,Laurus Labs,5502.94,473.77,-1.1526626921328997,-42.708749017473856,-1061.5214133440277,-91.39060211450607,0.027107030815528038
344,Guj Alkalies,5498.45,617.61,-0.0815927486034651,30.360723557844537,-790.2786548145269,-88.76756176740719,0.03533692150617023
345,GE Power,5497.4,,-0.01909629077285757,0.0,,,
346,Timken India,5495.76,278.58,-0.02983228435259333,-54.893865060475065,-1872.7762222700842,-94.93100135377091,0.015939119498047154
347,C P C L,5427.82,8587.17,-1.2362257449379244,2982.4790006461344,36.791515714723246,58.20660965175707,0.49132001141519704
348,Dishman Carbogen,5416.39,459.82,-0.2105817805306609,-94.645267299937,-1077.9370188334567,-91.51058177125356,0.026308873313202825
349,St Bk of Bikaner,5402.95,2262.28,-0.2481357509337534,391.992518811709,-138.8276429089237,-58.128800007403356,0.12943768848460807
351,MMTC,5300.0,,-1.9054405463681867,0.0,,,
352,IFB Inds.,5293.53,531.74,-0.12207547169811317,-76.49539402726452,-895.5109640049648,-89.9549072169233,0.03042381865852392
353,eClerx Services,5259.14,339.89,-0.6496610012600157,-36.079662993192166,-1447.3064815087234,-93.53715626509278,0.019447007416868573
354,Sobha,5224.11,691.9,-0.6660784843149359,103.56585954279325,-655.038300332418,-86.75563875952076,0.03958746780349927
355,Kirloskar Oil,5207.77,684.61,-0.3127805501798253,-1.0536204653851633,-660.6914885847417,-86.85406613579325,0.03917036614099383
356,G S F C,5200.13,1537.45,-0.1467038674903165,124.57311462000264,-238.2308367751797,-70.4343929863292,0.08796611125088878
357,CG Power & Indu.,5151.85,1516.08,-0.9284383275033448,-1.38996390126509,-239.81386206532642,-70.5721245766084,0.08674341405915474
358,Westlife Develop,5145.88,305.19,-0.11588070304842102,-79.86979578914043,-1586.1233985386154,-94.06923597130132,0.017461626389579335
359,K P R Mill Ltd,5145.36,714.51,-0.010105171515861766,134.1197286936007,-620.1242809757736,-86.1135080927282,0.040881112328773325
360,Tube Investments,5139.43,1274.21,-0.11524946748137088,78.33340331136026,-303.34246317326034,-75.2071727798608,0.07290467892744154
361,Bajaj Electrical,5127.38,1145.13,-0.23446179829280656,-10.130198318958406,-347.7552766934758,-77.66637151917743,0.06551929036829184
362,VST Inds.,5109.25,238.97,-0.3535918929355786,-79.13162697684979,-2038.0298782273926,-95.32279688799726,0.013672809916176067
363,BEML Ltd,5089.87,731.51,-0.3793120320986443,206.1095535004394,-595.8032015966972,-85.62812016809859,0.041853777385370355
364,FDC,5084.19,248.77,-0.11159420574592405,-65.99226258014244,-1943.7311572938856,-95.10698852717935,0.014233522713508475
365,DCB Bank,5080.5,610.78,-0.07257793276804758,145.51995819431602,-731.8052326533286,-87.9779549256963,0.03494613901578448
366,Star Cement,5072.67,377.43,-0.15411868910539805,-38.20524575133436,-1244.0028614577536,-92.55953965071649,0.02159488072420108
367,Netwrk.18 Media,5067.23,366.02,-0.10724135415867142,-3.023077126884466,-1284.413420031692,-92.77672416685249,0.02094205082444978
368,Gulf Oil Lubric.,5020.44,355.95,-0.9233841763646056,-2.751215780558436,-1310.4340497260853,-92.90998398546742,0.02036588981739495
369,UCO Bank,5012.59,3449.55,-0.15636079706160544,869.1108301727771,-45.31141743125915,-31.182283011377347,0.19736804388142928
370,Jagran Prakashan,4995.05,598.07,-0.3499189041992201,-82.6623762519749,-735.19487685388,-88.02674647901424,0.03421892884699929
371,Elgi Equipment,4954.08,415.42,-0.820212009889798,-30.539903355794472,-1092.5473015261662,-91.61458837967898,0.02376850104773763
372,JK Lakshmi Cem.,4931.55,837.41,-0.45477666892742574,101.58153194357516,-488.9050763664155,-83.01933469193256,0.04791290853205423
373,Zydus Wellness,4921.45,132.4,-0.20480376352263185,-84.18934572073417,-3617.107250755287,-97.30973595180284,0.007575344323143956
374,Equitas Holdings,4886.09,429.86,-0.7184874376453987,224.66767371601208,-1036.6700786302517,-91.20237244913622,0.024594694189929465
375,India Cements,4885.75,1213.08,-0.006958529212519604,182.20350811892243,-302.7557951660237,-75.17105869109145,0.06940708981510173
376,Dishman Pharma.,4861.2,534.22,-0.5024817070050647,-55.9616843077126,-809.9621878626781,-89.01053237883649,0.03056571332560396
377,South Ind.Bank,4856.71,1576.96,-0.09236402534352761,195.18924787540715,-207.97927658279218,-67.53028284579479,0.09022669927360343
378,Polaris Consulta,4830.44,680.07,-0.5409011450138168,-56.87461952110389,-610.2857058832178,-85.92115832098112,0.038910607355290866
379,V I P Inds.,4819.63,337.99,-0.22378913722144178,-50.3007043392592,-1325.9682239119502,-92.9872210107415,0.019338297792895965
380,APL Apollo,4775.03,1314.38,-0.9253822388855637,288.88132784993644,-263.29143778815865,-72.47389021639654,0.07520302924058878
381,Sadbhav Infra.,4735.67,624.37,-0.8242880149443965,-52.4969947808092,-658.4717395134295,-86.81559314732657,0.03572369890514646
382,Jindal Stain.,4726.91,2988.86,-0.18497910538530782,378.7001297307686,-58.150933800847135,-36.76926364157557,0.1710093930035653
383,Swan Energy,4721.49,,-0.1146626443067511,0.0,,,
384,NIIT Tech.,4658.2,756.5,-1.3404666747149685,-74.68934643977971,-515.7567746199603,-83.75982139023657,0.043283595018567995
385,Caplin Point Lab,4600.73,141.61,-1.2337383538705948,-81.28089887640449,-3148.873667113904,-96.9220102027287,0.00810229992145329
386,Indian Energy Ex,4595.7,64.75,-0.10933047581579425,-54.27582797825012,-6997.606177606177,-98.59107426507387,0.0037047095538034073
387,Shoppers St.,4558.06,,-0.819026481275964,0.0,,,
388,Godfrey Phillips,4512.29,581.94,-1.0041552765869821,798.7490347490349,-675.3874969928171,-87.10322253223973,0.0332960413550634
389,Jindal Stain .Hi,4498.09,2438.58,-0.31469608557960216,319.04320032993087,-84.45529775525101,-45.78632263916463,0.13952479727743494
390,R C F,4493.52,1985.06,-0.10159867855021876,-18.59770850248915,-126.36696120016526,-55.82394203208176,0.11357638219108868
391,Rallis India,4493.2,390.16,-0.007121365877993391,-80.34517848327003,-1051.6301004716013,-91.3166562806018,0.02232323520481757
392,Stand.Chart.PLC,4487.31,,-0.13108697587463913,0.0,,,
393,G M D C,4456.77,506.06,-0.680585918958132,29.705761738773838,-780.6801565031815,-88.64513986586698,0.028954522267146756
394,Manpasand Bever.,4406.8,143.13,-1.121215588868174,-71.71679247520058,-2978.8793404597222,-96.75206499046928,0.008189267620631376
395,Tata Inv.Corpn.,4401.66,47.02,-0.11663792320959487,-67.1487458953399,-9261.250531688642,-98.93176665167232,0.0026902771153642663
396,Essel Propack,4371.24,595.05,-0.6911029020869375,1165.525308379413,-634.6004537433829,-86.38715787739862,0.034046137760474396
397,Allcargo Logist.,4369.69,1479.91,-0.03545904594577376,148.70347029661377,-195.26727976701284,-66.13238010019018,0.08467392611226567
398,Radico Khaitan,4358.48,482.52,-0.25653993761570737,-67.39531457994067,-803.2744756694022,-88.92916796681412,0.027607667241717683
399,Cera Sanitary.,4356.9,290.88,-0.03625117013270618,-39.716488435712506,-1397.8341584158416,-93.32369345176616,0.01664287127429089
401,Forbes & Co,4331.82,63.93,-0.5756386421538195,-78.02186468646865,-6675.879868606287,-98.52417690485754,0.0036577927687204918
402,S B T,4328.47,2365.94,-0.07733469996443754,3600.8290317534806,-82.94927174822692,-45.340039321053396,0.1353686567061874
403,KNR Construct.,4325.39,433.19,-0.07115678288170946,-81.69057541611369,-898.4971952261134,-89.9849493340485,0.024785222109839352
404,PNC Infratech,4307.29,472.48,-0.418459375917557,9.069923128419411,-811.6343548933287,-89.03068983049667,0.02703322270240979
405,Greenply Inds.,4295.02,399.29,-0.2848658901536627,-15.490602776837115,-975.6643041398484,-90.703419308874,0.02284561355580174
406,Ujjivan Fin.Ser.,4293.42,0.0,-0.03725244585590648,-100.0,-inf,-100.0,0.0
407,Monsanto India,4291.43,183.74,-0.0463499960404512,inf,-2235.5992162838797,-95.71844350251548,0.010512792794066998
408,Vinati Organics,4279.07,185.65,-0.28801588281762713,1.0395123544138407,-2204.91246970105,-95.66144045318258,0.010622074573955254
409,Jindal Saw,4278.31,,-0.01776086859993642,0.0,,,
410,Lux Industries,4269.78,297.43,-0.19937779169814096,60.210072717479136,-1335.5579464075581,-93.03406732899587,0.01701763339903857
411,Linde India,4198.33,,-1.6733883244569925,0.0,,,
412,Ratnamani Metals,4194.31,535.6,-0.0957523586759379,80.07598426520526,-683.104929051531,-87.23031917049528,0.030644670841963012
413,Cox & Kings,4179.29,1356.07,-0.35810419353839995,153.18707991038085,-208.19131755735327,-67.55262257464786,0.07758834725291408
414,Omaxe,4168.29,506.82,-0.26320260139880425,-62.625823150722304,-722.4399194980466,-87.84105712414443,0.028998006116735798
415,Ashoka Buildcon,4166.87,729.22,-0.03406672760293272,43.88145692750878,-471.41466224184734,-82.49957402078778,0.04172275368068758
416,Time Technoplast,4156.58,754.7,-0.24694794894009053,3.4941444282932554,-450.7592420829469,-81.84324613023207,0.043180606953751845
417,Phillips Carbon,4149.67,612.4,-0.16624243969801666,-18.855174241420436,-577.6077726975833,-85.24219998216725,0.03503882827411902
418,Allahabad Bank,4137.11,4243.83,-0.30267467051597885,592.9833442194644,2.514709590157953,2.5795784980336576,0.24281324394930526
419,Welspun Corp,4103.05,2304.16,-0.8232800191437906,-45.705647964220994,-78.07140129157699,-43.84275112416374,0.13183387745933065
420,NESCO,4093.02,80.62,-0.24445229768099708,-96.50111103395598,-4976.928801786157,-98.03030525137918,0.004612720991932521
421,CARE Ratings,4090.69,74.82,-0.056926181645822194,-7.194244604316557,-5367.375033413527,-98.17096871187991,0.004280870560858238
422,JP Associates,4074.37,,-0.3989546995739168,0.0,,,
423,Andhra Bank,4067.25,4549.26,-0.1747509430905847,5980.27265437049,10.595349573337206,11.85100497879403,0.2602886020808601
424,Zensar Tech.,4066.42,793.76,-0.020406908845038707,-82.551887559735,-412.2984277363435,-80.48012748314241,0.04541544796026244
425,S H Kelkar & Co.,4057.34,283.12,-0.2232922324796771,-64.33178794597862,-1333.081378920599,-93.02202921125664,0.016198878283750127
426,Mahindra Holiday,4030.35,267.54,-0.6652141550868351,-5.502966939813502,-1406.4476339986543,-93.36186683538651,0.015307459367174729
427,Sintex Plastics,4022.02,1332.73,-0.20668180182862317,398.14233385661953,-201.78805909674128,-66.86416278387478,0.07625293534579793
428,SREI Infra. Fin.,4009.63,1405.19,-0.3080541618390775,5.436960224501597,-185.34433065991075,-64.95462174814135,0.08039877711056387
429,Techno Elec.,3975.44,275.64,-0.8526971316555443,-80.3841473395057,-1342.258017704252,-93.06642786710401,0.015770905658847433
430,Minda Corp,3974.83,636.2,-0.015344213470713797,130.80830068204907,-524.7767997485067,-83.99428403227309,0.03640055935335487
431,HMT,3973.5,,-0.033460550514108345,0.0,,,
432,KPIT Tech.,3927.26,912.77,-1.1637095759405969,43.47217856020118,-330.2573485105777,-76.75809597531104,0.052224675512357314
433,Triveni Turbine,3910.17,165.59,-0.4351634472889554,-81.85851857532566,-2261.3563620991604,-95.76514576092599,0.009474329807170754
434,Shankara Build.,3901.07,624.62,-0.2327264543485308,277.2087686454496,-524.5509269635938,-83.988495464065,0.03573800280303759
435,Multi Comm. Exc.,3847.19,60.97,-1.3811595280269318,-90.23886523005987,-6209.972117434805,-98.41520694324949,0.003488434617689479
436,Brigade Enterpr.,3846.15,423.91,-0.027032717385933047,595.2763654256192,-807.3034370503173,-88.97832897832897,0.024254261420120504
437,Gayatri Projects,3835.73,,-0.2709202709202718,0.0,,,
438,Magma Fincorp,3826.83,580.58,-0.23202884457457218,36.95831662381166,-559.1391367253435,-84.828696336132,0.03321822815053564
439,VRL Logistics,3824.69,489.34,-0.055920958077571026,-15.715319163595032,-681.6017492949687,-87.20576046686136,0.027997877576187786
440,ICRA,3809.0,82.87,-0.41022932577542415,-83.06494461928311,-4496.355737902739,-97.82436334996062,0.004741456072952717
441,Shriram Pistons,3804.58,430.8,-0.11604095563140238,419.8503680463376,-783.1429897864438,-88.67680532410935,0.024648476846000123
442,IFCI,3789.45,626.8,-0.39767858738678497,45.496750232126274,-504.57083599234204,-83.4593410653261,0.035862732792648275
443,Suprajit Engg.,3777.26,366.29,-0.3216825660715794,-41.56190172303764,-931.2211635589288,-90.30275914287076,0.020957499034172204
444,J & K Bank,3775.5,1682.97,-0.04659462149813054,359.463812825903,-124.33554965329148,-55.42391736193881,0.0962921241353594
445,Navin Fluo.Intl.,3769.26,221.45,-0.16527612236789668,-86.8417143502261,-1602.08173402574,-94.12484148082117,0.012670392751965475
446,Karnataka Bank,3765.74,1332.24,-0.093387030876102,501.5985549785505,-182.66228307211912,-64.62209286886508,0.0762248997059313
447,Shilpa Medicare,3764.1,185.53,-0.04355053721181168,-86.07383054104365,-1928.836306796744,-95.07106612470444,0.010615208702967508
448,Kushal,3761.86,578.18,-0.05950957732259177,211.63693203255534,-550.6382095541181,-84.63047534995987,0.03308091073078075
449,Venky's (India),3760.61,695.85,-0.03322824347530284,20.351793559099264,-440.4340015808005,-81.49635298528696,0.03981346939017917
451,CCL Products,3748.73,273.99,-0.31590619606925996,-60.625134727311924,-1268.1995693273477,-92.6911247275744,0.015676499932765958
452,Excel Crop Care,3734.06,258.65,-0.39133253128392775,-5.598744479725548,-1343.6729170693989,-93.07322324761788,0.014798812758166042
453,Trident,3722.6,1137.17,-0.3069045489360156,339.6559056640248,-227.35650782204945,-69.45226454628485,0.06506385425943817
454,Corporation Bank,3716.46,4387.85,-0.16493848385537024,285.85699587572657,15.301115580523497,18.065309461153902,0.2510534334464291
